Id,IsDeleted,MasterRecordId,AccountId,IsPersonAccount,LastName,FirstName,Salutation,Name,RecordTypeId,OtherStreet,OtherCity,OtherState,OtherPostalCode,OtherCountry,OtherLatitude,OtherLongitude,OtherGeocodeAccuracy,OtherAddress,OtherAddress.city,OtherAddress.country,OtherAddress.geocodeAccuracy,OtherAddress.latitude,OtherAddress.longitude,OtherAddress.postalCode,OtherAddress.state,OtherAddress.street,MailingStreet,MailingCity,MailingState,MailingPostalCode,MailingCountry,MailingLatitude,MailingLongitude,MailingGeocodeAccuracy,MailingAddress,MailingAddress.city,MailingAddress.country,MailingAddress.geocodeAccuracy,MailingAddress.latitude,MailingAddress.longitude,MailingAddress.postalCode,MailingAddress.state,MailingAddress.street,Phone,Fax,MobilePhone,HomePhone,OtherPhone,AssistantPhone,ReportsToId,Email,Title,Department,AssistantName,LeadSource,Birthdate,Description,CurrencyIsoCode,OwnerId,HasOptedOutOfEmail,HasOptedOutOfFax,DoNotCall,CanAllowPortalSelfReg,CreatedDate,CreatedById,LastModifiedDate,LastModifiedById,SystemModstamp,LastActivityDate,LastCURequestDate,LastCUUpdateDate,MayEdit,IsLocked,LastViewedDate,LastReferencedDate,EmailBouncedReason,EmailBouncedDate,IsEmailBounced,PhotoUrl,Jigsaw,JigsawContactId,IndividualId,ActivityMetricId,EDY_ORGCUSTOM__DB__c,EDY_ORGCUSTOM__Old_Title__c,External_ID__c,SDO_PA_Inclusive_Preferred_Name__c,SDO_PA_Inclusive_Pronouns__c,SDO_PA_Inclusive_TDD_TTY__c,SDO_PA_Preferred_Contact_Channel__c,SDO_Cust360_CSAT__c,SDO_Cust360_ChurnRisk__c,SDO_Cust360_Contact_Picture_URL__c,SDO_Cust360_Id__c,SDO_Cust360_Metric1__c,SDO_Cust360_Metric2__c,SDO_PA_Year_of_Birth__c,SDO_Service_Month_of_Birth__c,SDO_Service_Primary_Messaging_User__c,SDO_Service_SMS_Message__c,Notes__c,SDO_SFS_Rider_BotContext__c,SDO_SFS_Rider_Enabled__c,SDO_SFS_Rider_ServiceTerritory__c,et4ae5__HasOptedOutOfMobile__c,et4ae5__Mobile_Country_Code__c,SDO_Certification_Level_c__c,pi__Needs_Score_Synced__c,pi__Pardot_Last_Scored_At__c,pi__campaign__c,pi__comments__c,pi__conversion_date__c,pi__conversion_object_name__c,pi__conversion_object_type__c,pi__created_date__c,pi__first_activity__c,pi__first_search_term__c,pi__first_search_type__c,pi__first_touch_url__c,pi__grade__c,pi__last_activity__c,pi__notes__c,pi__pardot_hard_bounced__c,pi__score__c,pi__url__c,pi__utm_campaign__c,pi__utm_content__c,pi__utm_medium__c,pi__utm_source__c,pi__utm_term__c,Ptnr_Onbd_Fmwk__Onboarding_Plan__c,Ptnr_Onbd_Fmwk__Onboarding_Start_Date__c,Ptnr_Onbd_Fmwk__Onboarding_Status__c,Ptnr_Onbd_Fmwk__Role_Function__c,SDO_MAPS_Dataset_Split__c,SDO_MAPS_Days_Since_Last_Visit__c,SDO_MAPS_Tag_Contact__c,SDO_MAPS_Value_Tier__c,SDO_SFS_Tracker_BotContext__c,SDO_SCOM_OOA_Access__c,SDO_SCOM_OOA_Approver__c,SDO_SCOM_OOA_Budget_Limit__c,Tech_External_Knowledge_URL__c,Support_Tier__c,External_Web_SDR_URL__c,Use_Case__c,Process_Trigger_1__c,Demo_Record__c,Enriched__c,Unified_Individual_ID__c,Honorary_Title__c,Seniority__c,Account__c,Direct_Reports__c,Total_Reports__c,Tier__c,Background__c
003Ka00003svRhIIAU,FALSE,,001Ka00004OxeNtIAJ,FALSE,Amber,Unity,Mr.,Unity Amber,012Ka000001EVkoIAG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,555-7003,,,,,,,unity.amber@example.com,Campaign Manager,Marketing,,,1974-08-14,,USD,005Ka000003m1lpIAA,FALSE,FALSE,FALSE,FALSE,2025-06-23T21:40:09.000+0000,005Ka000003m1lpIAA,2025-07-10T19:55:18.000+0000,005Ka0000046j43IAA,2025-07-10T19:55:18.000+0000,,,,TRUE,FALSE,2025-07-10T05:09:29.000+0000,2025-07-10T05:09:29.000+0000,,,FALSE,/services/images/photo/003Ka00003svRhIIAU,,,,,FALSE,,Contact.498,,,FALSE,,,,,,,,,,,,,,FALSE,,FALSE,US,,FALSE,,,,,,,,,,,,,,,FALSE,,,,,,,,,,Not Started,All,,,,,,,,,,Premier,,Generic,FALSE,FALSE,TRUE,554b8f287bfa054116b48fa1680e1480,,Mid,Teachers Insurance and Annuity Association of America,0,0,Free,
003Ka00003svRe8IAE,FALSE,,001Ka000041ygbDIAQ,FALSE,Mitchell,Samantha,Mrs.,Samantha Mitchell,012Ka000001EVkoIAG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,555-1506,,,,,,,samantha.mitchell@example.com,Technical Support,Customer Success,,,1973-05-02,,USD,005Ka000003m1lpIAA,FALSE,FALSE,FALSE,FALSE,2025-06-23T21:33:57.000+0000,005Ka000003m1lpIAA,2025-07-10T19:55:32.000+0000,005Ka0000046j43IAA,2025-07-10T19:55:32.000+0000,,,,TRUE,FALSE,,,,,FALSE,/services/images/photo/003Ka00003svRe8IAE,,,,,FALSE,,Contact.351,,,FALSE,,,,,,,,,,,,,,FALSE,,FALSE,US,,FALSE,,,,,,,,,,,,,,,FALSE,,,,,,,,,,Not Started,All,,,,,,,,,,Premier,,Generic,FALSE,FALSE,TRUE,8aa6b65fade780937e12ced5d8a11e22,,Mid,"Community Health Systems, Inc.",0,0,Premium,
003Ka00003svRfhIAE,FALSE,,001Ka000041ygbEIAQ,FALSE,Ford,Yale,Mr.,Yale Ford,012Ka000001EVkoIAG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,555-3803,,,,,,,yale.ford@example.com,Influencer Marketing,Marketing,,,1975-12-06,,USD,005Ka000003m1lpIAA,FALSE,FALSE,FALSE,FALSE,2025-06-23T21:37:30.000+0000,005Ka000003m1lpIAA,2025-07-10T19:55:29.000+0000,005Ka0000046j43IAA,2025-07-10T19:55:29.000+0000,,,,TRUE,FALSE,2025-07-10T19:07:17.000+0000,2025-07-10T19:07:17.000+0000,,,FALSE,/services/images/photo/003Ka00003svRfhIAE,,,,,FALSE,,Contact.414,,,FALSE,,,,,,,,,,,,,,FALSE,,FALSE,US,,FALSE,,,,,,,,,,,,,,,FALSE,,,,,,,,,,Not Started,All,,,,,,,,,,Premier,,Generic,FALSE,FALSE,TRUE,a95919b4665e0cf048b7534da929e5eb,,Mid,"Best Buy Co., Inc.",0,0,Basic,
003Ka00003svGuVIAU,FALSE,,001Ka000041ygbWIAQ,FALSE,Wilson,Rachel,Ms.,Rachel Wilson,012Ka000001EVkoIAG,,,,,,,,,,,,,,,,,,5555 Operations Boulevard,Denver,CO,80223,USA,,,,[object Object],Denver,USA,,,,80223,CO,5555 Operations Boulevard,(555) 567-5678,,(555) 567-5679,,,,003Ka00003svGtlIAE,rwilson@example.com,Sales Operations Analyst,Sales Operations,,,1989-04-15,,USD,005Ka000003m1lpIAA,FALSE,FALSE,FALSE,FALSE,2025-06-21T00:27:33.000+0000,005Ka000003m1lpIAA,2025-07-10T19:55:32.000+0000,005Ka0000046j43IAA,2025-07-10T19:55:32.000+0000,,,,TRUE,FALSE,,,,,FALSE,/services/images/photo/003Ka00003svGuVIAU,,,,,FALSE,,Contact.183,,,FALSE,Email,,,,,,,,,,,"Sales operations analyst focused on CRM data analysis and sales performance metrics. Expert in Salesforce administration, sales reporting, and pipeline optimization strategies.",,FALSE,,FALSE,US,Associate,FALSE,,,,,,,,,,,,,,,FALSE,,,,,,,,,,Not Started,All,,,,,,,,,,Standard,,Generic,FALSE,FALSE,FALSE,cbe7df6f983cb037b4a478c6c82cf521,,Mid,Damask Holdings,0,0,Premium,
003Ka00003svRQPIA2,FALSE,,001Ka000041ygaVIAQ,FALSE,Ross,Uma,Ms.,Uma Ross,012Ka000001EVkoIAG,,,,,,,,,,,,,,,,,,5007 Marketing Boulevard,Mountain View,CA,94049,USA,,,,[object Object],Mountain View,USA,,,,94049,CA,5007 Marketing Boulevard,(555) 890-9007,,(555) 890-9008,,,,003Ka00003svRQJIA2,uross@example.com,Chief Marketing Officer,Marketing,,,1973-05-17,,USD,005Ka000003m1lpIAA,FALSE,FALSE,FALSE,FALSE,2025-06-23T19:41:00.000+0000,005Ka000003m1lpIAA,2025-07-10T19:55:30.000+0000,005Ka0000046j43IAA,2025-07-10T19:55:30.000+0000,,,,TRUE,FALSE,2025-07-10T19:07:17.000+0000,2025-07-10T19:07:17.000+0000,,,FALSE,/services/images/photo/003Ka00003svRQPIA2,,,,,FALSE,,Contact.231,,,FALSE,SMS,,,,,,,,,,,"Marketing executive with expertise in brand management, digital advertising, and global marketing campaigns. Leads thought leadership and brand positioning for technology products and services.",,FALSE,,FALSE,US,Expert,FALSE,,,,,,,,,,,,,,,FALSE,,,,,,,,,,Not Started,All,,,,,,,,,,Premier,,Generic,FALSE,FALSE,FALSE,a74910704b226fa915719e50a86e438b,,Mid,Google LLC,0,0,Basic,
003Ka00003rtijPIAQ,FALSE,,001Ka000041yga4IAA,FALSE,Singh-Kumar,Xavier,Mr.,Xavier Singh-Kumar,012Ka000001EVkpIAG,315 Walnut Ave,South San Francisco,CA,94080,USA,,,,[object Object],South San Francisco,USA,,,,94080,CA,315 Walnut Ave,240 E 3rd Ave,San Mateo,CA,94401,USA,37.565337,-122.322474,Address,[object Object],San Mateo,USA,Address,37.565337,-122.322474,94401,CA,240 E 3rd Ave,(794) 555-0153,(794) 555-0182,(415) 555-0154,,,,,xavier.singhkumar@example.com,Associate Technician,Sales,,,1989-03-12,,USD,005Ka0000046j3aIAA,FALSE,FALSE,FALSE,FALSE,2025-04-28T21:38:17.000+0000,005Ka000003m1lpIAA,2025-07-10T19:55:18.000+0000,005Ka0000046j43IAA,2025-07-10T19:55:18.000+0000,,,,TRUE,FALSE,,,,,FALSE,/services/images/photo/003Ka00003rtijPIAQ,,,,,FALSE,,Contact.103,,He/Him/His,FALSE,Email,,,,,,,,,,,Associate Technician with hands-on experience in system implementation and technical support. Strong problem-solving skills and customer service orientation.,,FALSE,,FALSE,US,Associate,FALSE,,,,,,,,,,,,,,,FALSE,,,,,,,,a7KKa0000006Q5oMAE,,Not Started,,,,,,,,,,,Standard,,Generic,FALSE,FALSE,FALSE,53a8c793bfc23a13da44a5e4a1875cf3,,Junior,CTW Partners,0,0,Free,
003Ka00003rtikkIAA,FALSE,,001Ka000041ygbXIAQ,FALSE,Friedman,Chris,Mr.,Chris Friedman,012Ka000001EVkoIAG,3418 Poplar Ave,Shelby,TN,38111,USA,,,,[object Object],Shelby,USA,,,,38111,TN,3418 Poplar Ave,3418 Poplar Ave,Shelby,TN,38111,USA,35.128579,-89.947756,Block,[object Object],Shelby,USA,Block,35.128579,-89.947756,38111,TN,3418 Poplar Ave,(227) 555-9079,(227) 555-0199,(227) 555-0188,227-717-1859,(227) 555-0191,(227) 555-0150,003Ka00003rtikpIAA,cfriedman@example.com,General Counsel,Legal,Jaime Asencio,Marketing Event,1970-08-03,,USD,005Ka000003m1lpIAA,FALSE,FALSE,FALSE,FALSE,2025-04-28T21:38:17.000+0000,005Ka000003m1lpIAA,2025-07-10T19:55:27.000+0000,005Ka0000046j43IAA,2025-07-10T19:55:27.000+0000,2025-07-25,,,TRUE,FALSE,,,,,FALSE,/services/images/photo/003Ka00003rtikkIAA,,,,,FALSE,,Contact.045,,He/Him/His,TRUE,Email,,,,,,,,,,,Business development professional with expertise in market analysis and competitive intelligence. Specializes in strategic planning and growth initiatives.,,FALSE,,FALSE,,Professional,FALSE,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,Standard,,Generic,FALSE,FALSE,FALSE,68b9a725b347eb7c2ed4eb85dcd6d405,,Senior,AmerisourceBergen Corporation,0,0,Premium,
003Ka00003svGuRIAU,FALSE,,001Ka000041ygaVIAQ,FALSE,Cook,Katherine,Ms.,Katherine Cook,012Ka000001EVkoIAG,,,,,,,,,,,,,,,,,,1111 Data Center Drive,Mountain View,CA,94054,USA,,,,[object Object],Mountain View,USA,,,,94054,CA,1111 Data Center Drive,(555) 123-0123,,(555) 123-0124,,,,003Ka00003svGtiIAE,kcook@example.com,Senior Data Engineer,Data Engineering,,,1981-06-17,,USD,005Ka000003m1lpIAA,FALSE,FALSE,FALSE,FALSE,2025-06-21T00:26:14.000+0000,005Ka000003m1lpIAA,2025-07-10T19:55:18.000+0000,005Ka0000046j43IAA,2025-07-10T19:55:18.000+0000,,,,TRUE,FALSE,,,,,FALSE,/services/images/photo/003Ka00003svGuRIAU,,,,,FALSE,,Contact.179,,,FALSE,SMS,,,,,,,,,,,Senior data engineer with expertise in data warehouse design and optimization. Specializes in building robust data infrastructure and ensuring data quality across enterprise systems.,,FALSE,,FALSE,US,Professional,FALSE,,,,,,,,,,,,,,,FALSE,,,,,,,,,,Not Started,All,,,,,,,,,,Standard,,Generic,FALSE,FALSE,FALSE,ef651cf5fba002f750b02e164b083ac0,,Senior,Google LLC,0,0,Premium,
003Ka00003svRiEIAU,FALSE,,001Ka000041ygaTIAQ,FALSE,Obsidian,Drift,Mrs.,Drift Obsidian,012Ka000001EVkoIAG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,555-9002,,,,,,003Ka00003rtikbIAA,drift.obsidian@example.com,Senior Product Marketing Manager,Marketing,,,1981-04-14,,USD,005Ka000003m1lpIAA,FALSE,FALSE,FALSE,FALSE,2025-06-23T21:41:37.000+0000,005Ka000003m1lpIAA,2025-07-10T19:55:18.000+0000,005Ka0000046j43IAA,2025-07-10T19:55:18.000+0000,,,,TRUE,FALSE,2025-07-10T05:09:29.000+0000,2025-07-10T05:09:29.000+0000,,,FALSE,/services/images/photo/003Ka00003svRiEIAU,,,,,FALSE,,Contact.548,,,FALSE,,,,,,,,,,,,,,FALSE,,FALSE,US,,FALSE,,,,,,,,,,,,,,,FALSE,,,,,,,,,,Not Started,All,,,,,,,,,,Premier,,Generic,FALSE,FALSE,TRUE,0f4fc01c295b6a80df5af77813f63ee0,,Mid,Honeywell International Inc.,0,0,Free,
003Ka00003svRQRIA2,FALSE,,001Ka000041ygaVIAQ,FALSE,Roberts,William,Mr.,William Roberts,012Ka000001EVkoIAG,,,,,,,,,,,,,,,,,,5009 Data Drive,Mountain View,CA,94051,USA,,,,[object Object],Mountain View,USA,,,,94051,CA,5009 Data Drive,(555) 012-9009,,(555) 012-9010,,,,003Ka00003svRQJIA2,wroberts@example.com,Chief Data Officer,Data Science,,,1977-07-24,,USD,005Ka000003m1lpIAA,FALSE,FALSE,FALSE,FALSE,2025-06-23T19:41:00.000+0000,005Ka000003m1lpIAA,2025-07-10T19:55:18.000+0000,005Ka0000046j43IAA,2025-07-10T19:55:18.000+0000,,,,TRUE,FALSE,2025-07-10T19:07:52.000+0000,2025-07-10T19:07:52.000+0000,,,FALSE,/services/images/photo/003Ka00003svRQRIA2,,,,,FALSE,,Contact.233,,,FALSE,Email,,,,,,,,,,,"Data strategy leader with expertise in machine learning, artificial intelligence, and large-scale data processing. Drives AI initiatives and data-driven innovation across global technology platforms.",,FALSE,,FALSE,US,Architect,FALSE,,,,,,,,,,,,,,,FALSE,,,,,,,,,,Not Started,All,,,,,,,,,,Premier,,Generic,FALSE,FALSE,FALSE,706aa105c827cd708e3ea745a750a79e,,Mid,Google LLC,0,0,Cancelled,
003Ka00003rtijNIAQ,FALSE,,001Ka000041yga5IAA,FALSE,Liu-Zhang,Alex,Mr.,Alex Liu-Zhang,012Ka000001EVkoIAG,,,,,,,,,,,,,,,,,,,,,,,,,Address,[object Object],,,Address,,,,,,(415) 555-1212,(276) 555-0182,(415) 555-1212,528-490-8868,(415) 555-0191,(415) 555-0150,003Ka00003rtijXIAQ,alex.liuzhang@example.com,CEO Manager,CEO,Smeagol,Marketing Event,1980-03-14,lQJLOlfXOBZwYoxRrrnVFSgzDTkXKEuEHLFBXUwdlCqzuxAZdCAJAxgCiqOXYuvvDdwMsNtdFlQhbaXFIDGRKZbPuerVmTwGOKaCZeErcMKJltGrRaMalrSAKVigRQWQHhveJSrrXjptKdlyEganIVuHidcFERTzaZqgQLuhrdyVXuBafzlVZSaAjeVlzutCRttBmCTEUsRjxguYlULAKemvUTlsizJVpQvDSAVYBRdxabxWyRAOvGPYnsNRKXa,USD,005Ka000003m1lpIAA,TRUE,FALSE,TRUE,FALSE,2025-04-28T21:38:17.000+0000,005Ka000003m1lpIAA,2025-07-10T19:55:30.000+0000,005Ka0000046j43IAA,2025-07-10T19:55:30.000+0000,2025-07-30,,,TRUE,FALSE,,,,,FALSE,/services/images/photo/003Ka00003rtijNIAQ,,,0PKKa000002huTjOAI,,TRUE,,Tech.952,LVqLXKQuoU,She/Her/Hers,FALSE,Email,,,,,,,1976,July,,,Technology professional with experience in software development and system integration. Focuses on innovative solutions for business process optimization.,,FALSE,0HhKa00000055FUKAY,FALSE,,Associate,FALSE,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,Standard,,Generic,FALSE,FALSE,FALSE,5304c3306d3b4a7eb7434cc9ee428070,,C-level,Verde,2,2,Premium,
003Ka00003rtijfIAA,FALSE,,001Ka000041ygbWIAQ,FALSE,Williams-Zhang,Catherine,Mrs.,Catherine Williams-Zhang,012Ka000001EVkoIAG,,Sedgwick,,,USA,,,,[object Object],Sedgwick,USA,,,,,,,051 Lang Village,Raleigh,North Carolina,27601,United States,,,,[object Object],Raleigh,United States,,,,27601,North Carolina,051 Lang Village,(206) 555-2320,707.780.9173x04893,(555) 782-4401,,,(818) 555-0150,003Ka00003rtilZIAQ,catherine.williams@example.com,VP of Finance,Finance,,Cold Call,1959-10-07,Ambitious corporate executive and strategic planner with expertise in resource management and political maneuvering. Known for her ruthless efficiency in achieving organizational objectives and eliminating obstacles.,USD,005Ka000003m1lpIAA,FALSE,FALSE,FALSE,FALSE,2025-04-28T21:38:17.000+0000,005Ka000003m1lpIAA,2025-07-10T22:32:45.000+0000,005Ka000003m1lpIAA,2025-07-10T22:32:45.000+0000,2025-07-23,,,TRUE,FALSE,2025-07-10T22:32:45.000+0000,2025-07-10T22:32:45.000+0000,,,FALSE,/services/images/photo/003Ka00003rtijfIAA,,,0PKKa000002huTpOAI,,FALSE,,Contact.094,,She/Her/Hers,FALSE,Email,,,,,,,,,,,C-level executive with strategic oversight of digital transformation initiatives. Focuses on scalable technology solutions and cross-functional collaboration. Values comprehensive analytics and reporting capabilities.,,FALSE,,FALSE,,Architect,FALSE,2020-06-30T14:53:20.000+0000,AdWords: Expense Management,,,,,2020-06-28T16:17:29.000+0000,2020-01-14T16:16:43.000+0000,,,,A,2020-06-13T07:45:43.000+0000,,FALSE,84,http://pi.pardot.com/prospect/read?id=482917,,,,,,,,,,,,,,,,,,,Premier,,Generic,FALSE,TRUE,FALSE,cc9997ef3f25e0004f4698b259f8098e,,V-level,Damask Holdings,5,7,Free,"[SEGMENT]: champion [USAGE_PERCENTILE]: 89 [SESSION_FREQUENCY]: daily [ERROR_RATE]: 1.5 [TENURE_MONTHS]: 15 [CURRENT_PLAN]: professional [CHURN_RISK]: low [CONVERSION_PROBABILITY]: 75
[SIGNUP]: 2024-04-28 [LAST_UPGRADE]: 2024-11-01 [LAST_LOGIN]: 2025-07-09
[PRIMARY_FEATURES]: advanced_analytics:75,custom_dashboards:80,data_export:70 [SOPHISTICATION]: advanced [API_USAGE]: false [COLLABORATION]: high [VIRAL_BEHAVIOR]: true [VALUE_EVENTS_MONTHLY]: 20 [SUPPORT_TICKETS_MONTHLY]: 0 [PREMIUM_EXPLORATION]: true [USAGE_LIMITS_HIT]: 5

• Finance executive using platform for complex financial modeling and forecasting
• Created suite of financial dashboards adopted by entire finance organization
• Regular presenter of data-driven insights in board meetings and investor calls
• Frequently hitting user limits as finance team adoption grows rapidly
• Strong candidate for enterprise upgrade to support departmental expansion"
003Ka00003rtik4IAA,FALSE,,001Ka000041ygaSIAQ,FALSE,Knudson,Sandy,Ms.,Sandy Knudson,012Ka000001EVkoIAG,17753 Gothard St,Orange,CA,92647,USA,,,,[object Object],Orange,USA,,,,92647,CA,17753 Gothard St,17753 Gothard St,Orange,CA,92647,USA,33.705289,-118.00009,Block,[object Object],Orange,USA,Block,33.705289,-118.00009,92647,CA,17753 Gothard St,(624) 555-5001,(624) 555-0199,(624) 555-0188,624-865-7797,(624) 555-0191,(624) 555-0150,,sknudson@example.com,Account Executive,Sales,Sunny Leavitt,Social Media,1988-08-15,,USD,005Ka000003m1lpIAA,FALSE,FALSE,FALSE,FALSE,2025-04-28T21:38:17.000+0000,005Ka000003m1lpIAA,2025-07-10T19:55:18.000+0000,005Ka0000046j43IAA,2025-07-10T19:55:18.000+0000,2025-08-02,,,TRUE,FALSE,,,,,FALSE,/services/images/photo/003Ka00003rtik4IAA,,,,,FALSE,,Contact.061,,She/Her/Hers,FALSE,SMS,,,,,,,,,,,Account Executive with expertise in healthcare technology solutions and regulatory compliance. Strong relationship-building skills and consultative selling approach.,,FALSE,,FALSE,,Professional,FALSE,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,Standard,,Generic,FALSE,FALSE,FALSE,4d5d2f6efe241621541304df567bd428,,Mid,CVS Health Corporation,0,0,Premium,
003Ka00003svRQeIAM,FALSE,,001Ka00004OxeQ1IAJ,FALSE,Stewart,Elizabeth,Ms.,Elizabeth Stewart,012Ka000001EVkoIAG,,,,,,,,,,,,,,,,,,6008 Finance Building,Seattle,WA,98108,USA,,,,[object Object],Seattle,USA,,,,98108,WA,6008 Finance Building,(555) 901-0008,,(555) 901-0009,,,,003Ka00003svRQXIA2,estewart@example.com,Chief Financial Officer,Finance,,,1968-08-09,,USD,005Ka000003m1lpIAA,FALSE,FALSE,FALSE,FALSE,2025-06-23T19:41:37.000+0000,005Ka000003m1lpIAA,2025-07-10T19:55:18.000+0000,005Ka0000046j43IAA,2025-07-10T19:55:18.000+0000,,,,TRUE,FALSE,,,,,FALSE,/services/images/photo/003Ka00003svRQeIAM,,,,,FALSE,,Contact.241,,,FALSE,Mobile Phone,,,,,,,,,,,"Financial executive with expertise in defense contracting economics and capital-intensive manufacturing operations. Expert in project finance, cost accounting, and strategic investment analysis.",,FALSE,,FALSE,US,Expert,FALSE,,,,,,,,,,,,,,,FALSE,,,,,,,,,,Not Started,All,,,,,,,,,,Premier,,Generic,FALSE,FALSE,FALSE,7fcd1e4c3f592f9718d14272492ea17e,,Mid,Santhe/Sienar Technologies,0,0,Free,
003Ka00003svGsaIAE,FALSE,,001Ka000041ygbWIAQ,FALSE,Blue,Colonel,Sir,Colonel Blue,012Ka000001EVkoIAG,,,,,,,,,,,,,,,,,,741 Veteran's Technology Lane,Denver,CO,80206,USA,,,,[object Object],Denver,USA,,,,80206,CO,741 Veteran's Technology Lane,(555) 123-7890,,(555) 123-7891,,,,003Ka00003rtilZIAQ,cblue@example.com,Senior Systems Enthusiast,Technology Advisory,,,1948-03-04,,USD,005Ka000003m1lpIAA,FALSE,FALSE,FALSE,FALSE,2025-06-21T00:10:10.000+0000,005Ka000003m1lpIAA,2025-07-10T19:55:29.000+0000,005Ka0000046j43IAA,2025-07-10T19:55:29.000+0000,,,,TRUE,FALSE,2025-07-10T19:07:17.000+0000,2025-07-10T19:07:17.000+0000,,,FALSE,/services/images/photo/003Ka00003svGsaIAE,,,,,FALSE,,Contact.139,,,FALSE,SMS,,,,,,,,,,,Elderly but enthusiastic technology advocate with decades of experience and boundless curiosity about new digital innovations. Specializes in legacy system integration and cross-generational tech adoption.,,FALSE,,FALSE,US,Associate,FALSE,,,,,,,,,,,,,,,FALSE,,,,,,,,,,Not Started,All,,,,,,,,,,Standard,,Generic,FALSE,FALSE,FALSE,bdc9e05dc8550ef3e807c29705f34e36,,Senior,Damask Holdings,0,0,Basic,
003Ka00003svRZDIA2,FALSE,,001Ka00004OxeOLIAZ,FALSE,Hill-Carter,Teresa,Mrs.,Teresa Hill-Carter,012Ka000001EVkoIAG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,555-0517,,,,,,003Ka00003svRPVIA2,teresa.hill@example.com,HR Director,HR,,,1987-11-23,,USD,005Ka000003m1lpIAA,FALSE,FALSE,FALSE,FALSE,2025-06-23T20:50:33.000+0000,005Ka000003m1lpIAA,2025-07-10T19:55:27.000+0000,005Ka0000046j43IAA,2025-07-10T19:55:27.000+0000,,,,TRUE,FALSE,,,,,FALSE,/services/images/photo/003Ka00003svRZDIA2,,,,,FALSE,,Contact.312,,,FALSE,,,,,,,,,,,,,,FALSE,,FALSE,US,,FALSE,,,,,,,,,,,,,,,FALSE,,,,,,,,,,Not Started,All,,,,,,,,,,Premier,,Generic,FALSE,FALSE,TRUE,ffb3165d155841c0ea60785841ef37d1,,Mid,The Walt Disney Company,0,0,Premium,
003Ka00003svRZEIA2,FALSE,,001Ka00004OxeOLIAZ,FALSE,Wood,Victor,Mr.,Victor Wood,012Ka000001EVkoIAG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,555-0518,,,,,,003Ka00003svRPVIA2,victor.wood@example.com,Customer Success Manager,Customer Success,,,1978-02-10,,USD,005Ka000003m1lpIAA,FALSE,FALSE,FALSE,FALSE,2025-06-23T20:50:33.000+0000,005Ka000003m1lpIAA,2025-07-10T19:55:27.000+0000,005Ka0000046j43IAA,2025-07-10T19:55:27.000+0000,,,,TRUE,FALSE,,,,,FALSE,/services/images/photo/003Ka00003svRZEIA2,,,,,FALSE,,Contact.313,,,FALSE,,,,,,,,,,,,,,FALSE,,FALSE,US,,FALSE,,,,,,,,,,,,,,,FALSE,,,,,,,,,,Not Started,All,,,,,,,,,,Premier,,Generic,FALSE,FALSE,TRUE,e46933d921cdb738e79f4a235698acea,,Mid,The Walt Disney Company,0,0,Premium,
003Ka00003svReiIAE,FALSE,,001Ka000041ygbVIAQ,FALSE,Gray,Marie,Mrs.,Marie Gray,012Ka000001EVkoIAG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,555-1906,,,,,,003Ka00003rtijdIAA,marie.gray@example.com,Product Analyst,Product,,,1970-08-23,,USD,005Ka000003m1lpIAA,FALSE,FALSE,FALSE,FALSE,2025-06-23T21:34:23.000+0000,005Ka000003m1lpIAA,2025-07-10T19:55:32.000+0000,005Ka0000046j43IAA,2025-07-10T19:55:32.000+0000,,,,TRUE,FALSE,2025-07-10T05:09:29.000+0000,2025-07-10T05:09:29.000+0000,,,FALSE,/services/images/photo/003Ka00003svReiIAE,,,,,FALSE,,Contact.364,,,FALSE,,,,,,,,,,,,,,FALSE,,FALSE,US,,FALSE,,,,,,,,,,,,,,,FALSE,,,,,,,,,,Not Started,All,,,,,,,,,,Premier,,Generic,FALSE,FALSE,TRUE,c9612a5418eb39a498dc8a1132f71eaf,,Mid,"Lowe's Companies, Inc.",0,0,Free,
